Year,Quarter,Period of coverage,Breakdown,Level,Employment rate of people with mental illness,Employment rate of population ,Indicator value,Mental illness numerator,Mental illness denominator,Population numerator,Population denominator
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Middlesbrough UA ,*,62.1%,*,*,"1,800","56,300","90,700"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Milton Keynes UA ,*,73.9%,*,*,"5,700","122,000","165,100"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Newcastle upon Tyne ,16.7%,64.6%,47.9%,"3,300","19,900","123,400","191,100"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Newham ,*,58.4%,*,*,"5,000","103,800","177,800"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Norfolk ,29.6%,77.7%,48.1%,"8,400","28,500","406,200","522,900"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,North East Lincolnshire UA ,56.8%,68.9%,12.1%,"2,400","4,200","72,000","104,500"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,North Lincolnshire UA ,58.6%,76.9%,18.3%,"3,100","5,300","83,800","109,000"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,North Somerset UA ,25.7%,74.3%,48.6%,"1,900","7,200","92,400","124,400"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,North Tyneside ,34.6%,70.8%,36.1%,"2,500","7,300","93,000","131,400"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,North Yorkshire ,21.9%,73.7%,51.8%,"2,700","12,200","263,800","358,100"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Northamptonshire ,32.4%,78.3%,46.0%,"5,200","16,100","353,500","451,400"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Northumberland ,30.5%,70.6%,40.1%,"3,600","11,800","138,100","195,600"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Nottingham UA ,15.3%,62.4%,47.1%,"2,600","17,200","125,100","200,400"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Nottinghamshire ,22.0%,73.2%,51.1%,"5,200","23,500","363,000","496,200"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Oldham ,*,61.5%,*,*,"10,300","86,600","140,800"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Oxfordshire ,31.2%,75.6%,44.4%,"5,700","18,300","309,100","408,700"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Peterborough UA ,*,64.7%,*,*,"3,600","73,700","113,900"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Plymouth UA ,*,67.6%,*,*,"6,200","106,800","158,000"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Poole UA ,*,75.1%,*,*,*,"66,900","89,000"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Portsmouth UA ,30.7%,71.5%,40.8%,"3,200","10,300","93,200","130,300"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Reading UA ,*,71.1%,*,*,"4,200","73,600","103,600"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Redbridge ,*,63.9%,*,*,"2,800","114,900","179,800"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Redcar and Cleveland UA ,*,61.8%,*,*,"8,900","56,000","90,600"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Richmond upon Thames ,*,69.9%,*,*,"2,400","83,800","119,800"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Rochdale ,35.1%,66.3%,31.2%,"3,600","10,100","88,500","133,600"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Rotherham ,*,66.2%,*,*,"7,700","107,500","162,400"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Rutland UA ,*,71.7%,*,*,*,"16,000","22,300"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Salford ,*,67.7%,*,*,"7,600","99,700","147,300"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Sandwell ,18.0%,59.5%,41.5%,"2,700","14,800","112,800","189,500"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Sefton ,*,66.8%,*,*,*,"120,700","180,600"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Sheffield ,13.3%,63.6%,50.3%,"4,100","30,700","227,900","358,500"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Shropshire ,58.1%,76.5%,18.4%,"4,900","8,500","138,300","180,700"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Slough UA ,*,72.9%,*,*,"2,100","65,300","89,500"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Solihull ,*,66.7%,*,*,"8,000","83,600","125,300"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Somerset ,26.4%,72.8%,46.4%,"5,100","19,500","240,400","330,200"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,South Gloucestershire UA ,53.0%,76.2%,23.2%,"5,000","9,500","132,900","174,500"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,South Tyneside ,*,64.4%,*,*,"5,000","61,600","95,700"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Southampton UA ,30.7%,70.5%,39.8%,"3,600","11,700","112,700","159,900"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Southend-on-Sea UA ,*,66.0%,*,*,"2,000","65,900","99,900"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Southwark ,*,69.5%,*,*,"6,600","141,600","203,800"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,St. Helens ,21.2%,73.2%,52.0%,"1,800","8,500","81,400","111,200"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Staffordshire ,37.0%,73.7%,36.6%,"9,700","26,200","390,500","530,200"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Stockport ,23.1%,71.0%,47.9%,"1,800","7,600","127,300","179,300"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Stockton-on-Tees UA ,34.4%,67.9%,33.5%,"3,600","10,500","84,900","125,000"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Stoke-on-Trent UA ,33.1%,67.2%,34.1%,"3,300","9,800","99,700","148,400"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Suffolk ,32.5%,76.6%,44.1%,"6,800","21,000","342,000","446,500"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Sunderland ,25.8%,64.6%,38.8%,"4,200","16,400","116,000","179,500"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Surrey ,36.0%,75.9%,39.9%,"10,700","29,800","528,100","695,900"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Sutton ,*,77.2%,*,*,"7,600","99,800","129,400"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Swindon ,30.0%,79.7%,49.7%,"1,500","5,000","104,700","131,400"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Tameside ,19.2%,68.3%,49.1%,"1,600","8,200","93,100","136,300"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Telford and Wrekin ,26.5%,71.3%,44.8%,"1,700","6,500","74,000","103,800"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Thurrock UA ,31.3%,77.2%,45.9%,"1,900","6,000","82,700","107,100"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Torbay ,45.9%,72.6%,26.7%,"2,900","6,300","58,300","80,300"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Tower Hamlets ,*,58.7%,*,*,"6,500","107,400","183,100"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Trafford ,20.3%,69.2%,48.9%,"2,500","12,300","91,900","132,800"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Wakefield ,18.7%,74.0%,55.3%,"2,300","12,400","161,200","217,900"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Walsall ,31.0%,64.5%,33.6%,"3,700","11,900","101,000","156,500"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Waltham Forest ,*,64.5%,*,*,"5,400","98,600","152,800"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Wandsworth ,49.4%,75.0%,25.6%,"3,600","7,200","161,400","215,200"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Warrington UA ,*,78.6%,*,*,"5,700","98,900","125,900"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Warwickshire ,37.3%,75.3%,38.0%,"6,500","17,400","258,700","343,400"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,West Berkshire UA ,77.6%,82.2%,4.6%,"2,000","2,500","87,200","106,000"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,West Sussex ,42.0%,75.3%,33.3%,"9,500","22,500","365,200","484,800"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Westminster ,*,66.4%,*,*,*,"126,500","190,600"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Wigan ,26.7%,70.9%,44.2%,"2,400","8,900","149,300","210,500"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Wiltshire ,66.0%,81.8%,15.8%,"5,900","9,000","231,500","283,000"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Windsor and Maidenhead UA ,51.9%,83.3%,31.4%,"1,900","3,600","76,700","92,100"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Wirral ,9.6%,66.5%,57.0%,"1,600","16,600","131,300","197,300"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Wokingham UA ,57.4%,76.4%,19.0%,"3,300","5,800","79,700","104,400"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Wolverhampton ,24.2%,57.1%,32.9%,"2,900","12,000","87,500","153,300"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,Worcestershire ,20.4%,76.9%,56.6%,"2,700","13,100","265,700","345,400"
2009,3,1/7/2009 to 30/9/2009,Unitary authority/Local area,York UA ,45.3%,77.9%,32.6%,"2,100","4,600","104,700","134,500"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Barking and Dagenham ,*,63.7%,*,*,"5,200","77,900","122,300"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Barnet ,36.3%,64.9%,28.6%,"2,400","6,500","139,200","214,600"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Barnsley ,*,59.7%,*,*,"9,300","87,600","146,800"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Bath and North East Somerset UA ,38.7%,69.3%,30.7%,"2,000","5,300","79,700","115,000"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Bedfordshire ,36.0%,76.8%,40.8%,"4,200","11,700","210,500","274,200"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Bexley ,25.9%,66.5%,40.6%,"2,300","8,700","99,600","149,900"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Birmingham ,28.2%,59.8%,31.6%,"11,900","42,100","390,300","652,600"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Blackburn with Darwen UA ,*,61.0%,*,*,"5,300","52,400","85,900"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Blackpool UA ,*,77.8%,*,*,"3,700","67,100","86,200"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Bolton ,24.0%,67.0%,43.1%,"2,800","11,800","119,000","177,600"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Bournemouth UA ,*,60.0%,*,*,"10,300","60,900","101,600"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Bracknell Forest UA ,*,75.2%,*,*,"2,500","53,500","71,100"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Bradford ,24.2%,64.1%,40.0%,"6,400","26,300","198,800","310,000"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Brent ,*,74.5%,*,*,"6,700","126,700","170,000"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Brighton and Hove UA ,19.5%,69.5%,50.1%,"2,700","14,000","119,800","172,300"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Bromley ,43.5%,76.5%,33.0%,"2,900","6,700","148,300","193,700"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Buckinghamshire ,26.6%,80.3%,53.8%,"2,400","9,100","255,900","318,600"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Bury ,*,72.5%,*,*,"3,200","88,700","122,400"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Calderdale ,58.5%,74.4%,15.9%,"3,400","5,900","98,300","132,100"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Cambridgeshire ,31.1%,75.7%,44.7%,"4,300","14,000","294,300","388,700"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Camden ,*,74.8%,*,*,"8,200","126,700","169,500"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Cheshire ,36.5%,73.0%,36.5%,"8,700","24,000","321,400","440,200"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,City of Bristol UA ,21.1%,72.1%,50.9%,"3,600","16,800","202,500","281,000"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,City of Kingston upon Hull UA ,17.2%,63.5%,46.3%,"1,600","9,100","113,600","179,000"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Cornwall and the Isles of Scilly ,25.7%,72.1%,46.3%,"5,400","21,100","243,400","337,800"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,County of Herefordshire UA ,*,79.6%,*,*,"4,100","83,600","105,100"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Coventry ,22.6%,65.3%,42.7%,"2,400","10,800","129,000","197,400"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Croydon ,*,70.0%,*,*,"12,600","158,900","226,900"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Cumbria ,33.3%,74.5%,41.2%,"6,100","18,300","228,600","307,000"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Darlington UA ,31.7%,68.5%,36.8%,"1,500","4,600","42,900","62,500"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Derby UA ,*,72.9%,*,*,"6,800","119,200","163,400"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Derbyshire ,33.3%,74.9%,41.6%,"8,900","26,800","364,800","487,200"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Devon ,31.8%,74.4%,42.6%,"6,400","20,200","330,100","443,500"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Doncaster ,29.1%,64.5%,35.4%,"4,000","13,900","122,600","190,200"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Dorset ,39.5%,74.7%,35.3%,"5,200","13,100","178,400","238,700"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Dudley ,29.8%,65.9%,36.1%,"4,500","15,200","137,200","208,100"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Durham ,18.1%,62.5%,44.4%,"5,600","31,100","200,300","320,700"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Ealing ,*,65.8%,*,*,"7,600","144,800","220,300"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,East Riding of Yorkshire UA ,54.4%,74.2%,19.8%,"2,800","5,100","151,600","204,300"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,East Sussex ,28.4%,76.7%,48.3%,"5,100","18,100","228,900","298,400"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Enfield ,23.2%,60.8%,37.6%,"3,500","15,200","117,300","192,900"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Essex ,34.2%,73.0%,38.8%,"11,900","34,700","633,100","867,100"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Gateshead ,24.1%,70.3%,46.2%,"2,700","11,400","95,700","136,300"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Gloucestershire ,36.3%,74.8%,38.5%,"6,000","16,400","271,700","363,300"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Greenwich ,26.3%,64.5%,38.2%,"2,100","8,000","102,100","158,200"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Hackney ,19.7%,72.8%,53.2%,"1,900","9,600","111,300","152,800"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Halton UA ,*,67.2%,*,*,"7,100","50,700","75,400"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Hammersmith and Fulham ,55.8%,63.2%,7.4%,"4,500","8,100","75,000","118,700"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Hampshire ,44.5%,78.4%,33.9%,"12,600","28,300","649,600","828,200"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Haringey ,*,56.0%,*,*,*,"85,600","153,000"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Harrow ,*,69.5%,*,*,"4,600","104,400","150,200"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Hartlepool UA ,*,60.0%,*,*,"2,300","35,600","59,400"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Havering ,*,71.9%,*,*,"4,200","109,100","151,900"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Hertfordshire ,37.0%,75.5%,38.5%,"6,700","18,200","529,000","701,100"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Hillingdon ,38.2%,73.9%,35.8%,"2,000","5,300","128,200","173,500"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Hounslow ,*,70.2%,*,*,"4,500","109,300","155,900"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Isle of Wight UA ,*,74.1%,*,*,"4,200","57,500","77,700"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Islington ,19.2%,65.4%,46.2%,"1,800","9,200","96,900","148,200"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Kensington and Chelsea ,*,56.8%,*,*,*,"57,200","100,600"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Kent ,36.7%,72.9%,36.2%,"19,800","54,000","635,600","872,400"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Kingston upon Thames ,*,69.7%,*,*,"5,600","84,100","120,500"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Kirklees ,16.7%,68.3%,51.6%,"2,000","12,200","179,100","262,200"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Knowsley ,*,69.0%,*,*,"7,900","64,600","93,600"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Lambeth ,*,67.9%,*,*,"13,100","138,000","203,300"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Lancashire ,20.4%,68.6%,48.2%,"9,900","48,700","506,900","739,000"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Leeds ,27.0%,68.9%,41.8%,"9,800","36,300","376,500","546,800"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Leicester UA ,22.7%,59.6%,36.9%,"3,400","14,900","117,800","197,600"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Leicestershire ,41.9%,75.3%,33.4%,"7,300","17,400","310,600","412,600"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Lewisham ,30.8%,66.8%,36.0%,"2,700","8,600","123,000","184,000"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Lincolnshire ,19.7%,73.1%,53.4%,"4,900","24,800","310,600","424,900"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Liverpool ,21.8%,59.1%,37.3%,"6,600","30,400","171,500","290,100"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Luton UA ,35.9%,68.9%,33.0%,"1,800","5,100","89,800","130,300"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Manchester ,23.2%,62.6%,39.3%,"5,800","24,800","198,400","317,200"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Medway UA ,44.3%,69.6%,25.3%,"4,500","10,100","117,800","169,200"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Merton ,*,75.7%,*,*,"3,700","101,900","134,700"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Middlesbrough UA ,38.4%,59.7%,21.3%,"1,400","3,500","51,700","86,700"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Milton Keynes UA ,*,73.8%,*,*,"6,000","118,100","160,000"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Newcastle upon Tyne ,21.0%,57.1%,36.1%,"5,200","24,600","109,500","191,900"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Newham ,*,56.4%,*,*,"5,800","101,100","179,200"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Norfolk ,31.6%,76.3%,44.7%,"8,300","26,300","405,400","531,700"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,North East Lincolnshire UA ,*,67.9%,*,*,"5,200","66,800","98,300"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,North Lincolnshire UA ,36.6%,74.1%,37.4%,"1,800","4,800","80,000","108,100"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,North Somerset UA ,*,69.9%,*,*,"5,600","89,700","128,300"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,North Tyneside ,31.0%,70.4%,39.4%,"3,000","9,500","89,500","127,100"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,North Yorkshire ,28.6%,74.5%,46.0%,"3,800","13,100","267,500","358,900"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Northamptonshire ,31.2%,77.3%,46.1%,"5,100","16,500","349,400","452,000"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Northumberland ,34.0%,70.2%,36.2%,"5,500","16,200","142,000","202,300"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Nottingham UA ,23.3%,57.4%,34.1%,"3,900","16,600","118,700","206,900"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Nottinghamshire ,23.3%,73.9%,50.6%,"4,900","21,200","365,100","494,100"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Oldham ,*,62.1%,*,*,"10,600","86,400","139,100"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Oxfordshire ,40.2%,77.3%,37.1%,"8,400","20,900","308,200","398,800"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Peterborough UA ,*,71.1%,*,*,"3,700","77,600","109,100"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Plymouth UA ,*,72.6%,*,*,"4,500","107,200","147,800"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Poole UA ,*,76.1%,*,*,"2,400","65,600","86,200"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Portsmouth UA ,43.3%,69.6%,26.4%,"2,900","6,600","95,900","137,700"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Reading UA ,*,72.3%,*,*,"3,200","75,900","105,000"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Redbridge ,*,66.3%,*,*,"5,600","113,000","170,300"
2009,2,1/4/2009 to 30/6/2009,Unitary authority/Local area,Redcar and Cleveland UA ,*,61.9%,*,*,"6,600","56,800","91,800"
